Record ID,Institute,WorkArea,CESSATION YEAR,Reason for ceasing employment,Contributing Factors. Career Move - Public Sector ,Contributing Factors. Career Move - Private Sector ,Contributing Factors. Career Move - Self-employment,Contributing Factors. Ill Health,Contributing Factors. Maternity/Family,Contributing Factors. Dissatisfaction,Contributing Factors. Job Dissatisfaction,Contributing Factors. Interpersonal Conflict,Contributing Factors. Study,Contributing Factors. Travel,Contributing Factors. Other,Contributing Factors. NONE,Main Factor. Which of these was the main factor for leaving?,InstituteViews. Topic:1. I feel the senior leadership had a clear vision and direction,InstituteViews. Topic:2. I was given access to skills training to help me do my job better,InstituteViews. Topic:3. I was given adequate opportunities for personal development,InstituteViews. Topic:4. I was given adequate opportunities for promotion within %Institute]Q25LBL%,InstituteViews. Topic:5. I felt the salary for the job was right for the responsibilities I had,InstituteViews. Topic:6. The organisation recognised when staff did good work,InstituteViews. Topic:7. Management was generally supportive of me,InstituteViews. Topic:8. Management was generally supportive of my team,InstituteViews. Topic:9. I was kept informed of the changes in the organisation which would affect me,InstituteViews. Topic:10. Staff morale was positive within the Institute,InstituteViews. Topic:11. If I had a workplace issue it was dealt with quickly,InstituteViews. Topic:12. If I had a workplace issue it was dealt with efficiently,InstituteViews. Topic:13. If I had a workplace issue it was dealt with discreetly,WorkUnitViews. Topic:14. I was satisfied with the quality of the management and supervision within my work unit,WorkUnitViews. Topic:15. I worked well with my colleagues,WorkUnitViews. Topic:16. My job was challenging and interesting,WorkUnitViews. Topic:17. I was encouraged to use my initiative in the course of my work,WorkUnitViews. Topic:18. I had sufficient contact with other people in my job,WorkUnitViews. Topic:19. I was given adequate support and co-operation by my peers to enable me to do my job,WorkUnitViews. Topic:20. I was able to use the full range of my skills in my job,WorkUnitViews. Topic:21. I was able to use the full range of my abilities in my job. ; Category:Level of Agreement; Question:YOUR VIEWS ABOUT YOUR WORK UNIT],WorkUnitViews. Topic:22. I was able to use the full range of my knowledge in my job,WorkUnitViews. Topic:23. My job provided sufficient variety,WorkUnitViews. Topic:24. I was able to cope with the level of stress and pressure in my job,WorkUnitViews. Topic:25. My job allowed me to balance the demands of work and family to my satisfaction,WorkUnitViews. Topic:26. My supervisor gave me adequate personal recognition and feedback on my performance,"WorkUnitViews. Topic:27. My working environment was satisfactory e.g. sufficient space, good lighting, suitable seating and working area",WorkUnitViews. Topic:28. I was given the opportunity to mentor and coach others in order for me to pass on my skills and knowledge prior to my cessation date,WorkUnitViews. Topic:29. There was adequate communication between staff in my unit,WorkUnitViews. Topic:30. Staff morale was positive within my work unit,Induction. Did you undertake Workplace Induction?,InductionInfo. Topic:Did you undertake a Corporate Induction?,InductionInfo. Topic:Did you undertake a Institute Induction?,InductionInfo. Topic: Did you undertake Team Induction?,InductionInfo. Face to Face Topic:Did you undertake a Corporate Induction; Category:How it was conducted?,InductionInfo. On-line Topic:Did you undertake a Corporate Induction; Category:How it was conducted?,InductionInfo. Induction Manual Topic:Did you undertake a Corporate Induction?,InductionInfo. Face to Face Topic:Did you undertake a Institute Induction?,InductionInfo. On-line Topic:Did you undertake a Institute Induction?,InductionInfo. Induction Manual Topic:Did you undertake a Institute Induction?,InductionInfo. Face to Face Topic: Did you undertake Team Induction; Category?,InductionInfo. On-line Topic: Did you undertake Team Induction?process you undertook and how it was conducted.],InductionInfo. Induction Manual Topic: Did you undertake Team Induction?,Workplace. Topic:Did you and your Manager develop a Performance and Professional Development Plan (PPDP)?,Workplace. Topic:Does your workplace promote a work culture free from all forms of unlawful discrimination?,Workplace. Topic:Does your workplace promote and practice the principles of employment equity?,Workplace. Topic:Does your workplace value the diversity of its employees?,Workplace. Topic:Would you recommend the Institute as an employer to others?,Gender. What is your Gender?,CurrentAge. Current Age,Employment Type. Employment Type,Classification. Classification,LengthofServiceOverall. Overall Length of Service at Institute (in years),LengthofServiceCurrent. Length of Service at current workplace (in years)
6.34583834033437e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Yes,,Yes,Yes,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
6.34583841789688e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,,Disagree,Strongly Disagree,Neutral,Not Applicable,Agree,Neutral,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Yes,Yes,Yes,No,Face to Face,-,-,Face to Face,-,-,-,-,-,No,Yes,Yes,Yes,No,Female,36  40,Contract/casual,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34583921802031e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34583953717969e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Yes,No,Yes,No,-,-,-,-,-,-,-,-,-,Yes,Yes,No,No,No,Female,56 or older,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
6.34583967086406e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Yes,No,Yes,No,-,-,-,Face to Face,-,-,-,-,-,No,Yes,Yes,Yes,No,Female,31  35,Permanent Part-time,Technical Officer (TO),5-6,5-6
6.34583968718906e+17,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,,Agree,Strongly Agree,Not Applicable,,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,Agree,Strongly Agree,Agree,Yes,,Yes,Yes,-,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,56 or older,Temporary Part-time,Teacher (including LVT),3-4,3-4
6.34584008886406e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Transfer,Career Move - Public Sector,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Job Dissatisfaction,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Yes,No,Yes,Yes,-,-,-,Face to Face,-,-,Face to Face,-,-,No,Yes,Yes,Yes,No,Male,21  25,Temporary Full-time,Administration (AO),1-2,Less than 1 year
6.34586368436563e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,Other,-,,Disagree,Strongly Agree,Agree,Disagree,Agree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,No,,,,,,,,,,,,,Yes,Yes,Yes,,,Female,56 or older,Permanent Part-time,Administration (AO),More than 20 years,More than 20 years
6.34587255819219e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Agree,,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Agree,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Female,51-55,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
6.34587282300781e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,No,Yes,Yes,Yes,Yes,Female,51-55,Permanent Full-time,Professional Officer (PO),11-20,11-20
6.34587326853281e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,,Agree,Agree,,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No,Yes,No,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
6.34587358750312e+17,Southbank Institute of Technology,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Agree,Agree,Neutral,Yes,No,Yes,No,-,-,-,Face to Face,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Male,56 or older,Permanent Full-time,Administration (AO),3-4,3-4
6.34587368215469e+17,Southbank Institute of Technology,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,No,,,,,,,,,,,,,Yes,No,No,No,No,Female,46  50,Permanent Full-time,Operational (OO),11-20,11-20
6.3458743964875e+17,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
6.34588118119375e+17,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Neutral,Agree,Yes,No,Yes,Yes,-,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,41  45,Permanent Part-time,Teacher (including LVT),11-20,1-2
6.34588206563125e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
6.34588972696719e+17,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,,,,,,,,,,,
6.34589004859375e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,Neutral,Agree,Neutral,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Yes,Yes,Yes,No,Face to Face,-,-,Face to Face,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Male,51-55,Permanent Full-time,Administration (AO),11-20,5-6
6.34589056926875e+17,SkillsTech Australia,Delivery (teaching),2011.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,,Neutral,Neutral,Agree,Not Applicable,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Yes,,Yes,,-,-,-,-,On-line,-,-,-,-,No,Yes,Yes,Yes,Yes,Male,51-55,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.34589124148906e+17,Tropical North Institute of TAFE,Non-Delivery (corporate),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No,No,,-,-,-,-,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Male,56 or older,Permanent Full-time,Technical Officer (TO),5-6,5-6
6.34589153179219e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,No,Yes,Yes,Yes,Yes,Female,51-55,Contract/casual,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34589971216563e+17,Tropical North Institute of TAFE,Delivery (teaching),2011.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,No,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
6.3459250085375e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,Interpersonal Conflict,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34592549493281e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Yes,,Yes,,-,-,-,Face to Face,-,Induction Manual,-,-,-,No,Yes,Yes,Yes,Yes,Female,46  50,Temporary Part-time,Administration (AO),3-4,3-4
6.34593386107187e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,,Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Not Applicable,Not Applicable,Not Applicable,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,Yes,No,No,Face to Face,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,41  45,Temporary Full-time,Administration (AO),1-2,1-2
6.34595096448594e+17,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Retirement,-,-,-,Ill Health,-,-,-,-,-,-,-,-,,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Not Applicable,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Agree,Yes,Yes,,,-,-,Induction Manual,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,56 or older,Permanent Part-time,Administration (AO),7-10,7-10
6.34595867098906e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Not Applicable,Agree,Agree,Yes,,Yes,,-,-,-,-,On-line,-,-,-,-,No,Yes,Yes,Yes,Yes,Female,41  45,Temporary Full-time,Administration (AO),3-4,3-4
6.34596021056875e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,,Agree,Agree,Agree,Not Applicable,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Yes,No,Yes,Yes,-,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,26  30,Temporary Full-time,Technical Officer (TO),Less than 1 year,Less than 1 year
6.34596058346875e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,No,,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,,,,,,
6.34598712269375e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Yes,Yes,Yes,Yes,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,Yes,Male,46  50,Permanent Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
6.34599352590156e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Contract Expired,,,,,,,,,,,,,,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,,Yes,,-,-,-,-,-,-,-,-,-,No,Yes,Yes,Yes,Yes,Female,51-55,Temporary Part-time,Professional Officer (PO),3-4,Less than 1 year
6.34600207124687e+17,Brisbane North Institute of TAFE,Delivery (teaching),2011.0,Contract Expired,,,,,,,,,,,,,,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Yes,,Yes,Yes,-,-,-,-,-,-,Face to Face,-,-,No,No,Yes,Yes,,Female,41  45,Temporary Part-time,Workplace Training Officer,3-4,3-4
6.34600285342656e+17,Central Queensland Institute of TAFE,Non-Delivery (corporate),2011.0,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,Other,-,Other,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No,Yes,No,-,-,-,Face to Face,-,-,-,-,-,No,Yes,Yes,Yes,Yes,Female,41  45,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
6.34601227926094e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Transfer,-,-,-,-,-,-,-,-,-,-,Other,-,,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Disagree,Agree,Neutral,Yes,No,Yes,Yes,-,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Female,31  35,Permanent Full-time,Administration (AO),3-4,1-2
6.34612373906875e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,,Disagree,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No,Yes,No,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,No,Female,56 or older,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
6.34617650635469e+17,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,-,Maternity/Family,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,,Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,,,,,-,-,-,-,-,-,-,-,-,,,,,,Male,41  45,Permanent Full-time,Teacher (including LVT),3-4,3-4
6.34619453818281e+17,Tropical North Institute of TAFE,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No,,,,,,,,,,,,,No,No,No,No,No,Male,31  35,Permanent Full-time,Executive (SES/SO),Less than 1 year,More than 20 years
6.34620112502188e+17,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Transfer,-,-,-,-,-,-,-,-,-,-,-,NONE,,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Yes,Yes,Yes,Face to Face,-,-,Face to Face,-,-,Face to Face,-,-,Yes,Yes,Yes,Yes,Yes,Male,51-55,Permanent Full-time,Professional Officer (PO),Less than 1 year,11-20
6.34620134299688e+17,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,Career Move - Public Sector,-,-,-,Maternity/Family,-,-,-,-,-,-,-,Maternity/Family,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,,Disagree,Agree,Strongly Disagree,,Neutral,Yes,,Yes,,-,-,-,Face to Face,-,Induction Manual,-,-,-,Yes,Yes,Yes,Yes,Yes,Female,36  40,Temporary Full-time,Administration (AO),5-6,1-2
